course_title	url	level	main_subject	specific_subject
Learn CSS Transition and Animation 	https://www.udemy.com/css-transition-and-animation/	All Levels	Web Development	HTML
Learn JavaScript from scratch	https://www.udemy.com/learn-javascript-from-scratch/	Beginner Level	Web Development	JavaScript
WordPress for Beginners - Tutorial - From Novice to Know-How	https://www.udemy.com/wordpress-for-beginners-tutorial-from-novice-to-know-how/	Beginner Level	Web Development	WordPress
RESTful API with Laravel	https://www.udemy.com/laravel-5-php-framework-agile-and-practical-php-restful-api/	All Levels	Web Development	Specific Program
Learn Ruby on Rails for Absolute Beginners	https://www.udemy.com/learn-ruby-on-rails-for-absolute-beginners/	All Levels	Web Development	Ruby
JavaScript Tutorial	https://www.udemy.com/lets-learn-javascript-by-coding/	All Levels	Web Development	JavaScript
Shopping Cart Website from Scratch Ecommerce	https://www.udemy.com/shopping-cart/	Beginner Level	Web Development	Development
Learn By Example: Angular JS	https://www.udemy.com/learn-by-example-angular-js/	All Levels	Web Development	Angular
The Complete front end web developer Bootcamp - 14 projects	https://www.udemy.com/complete-front-end-web-developer-bootcamp/	All Levels	Web Development	HTML
WordPress LMS: E-Learning Website Made Easy	https://www.udemy.com/wordpress-learning-management-system-create-a-learning-site/	All Levels	Web Development	WordPress
Create An HTML5 Video Player From Scratch	https://www.udemy.com/html5-video-player/	Beginner Level	Web Development	HTML
In Depth Web Development Made Easy	https://www.udemy.com/in-depth-web-development-from-scratch/	All Levels	Web Development	Development
Jquery :basics for beginners	https://www.udemy.com/jquery-basics-for-beginners/	All Levels	Web Development	JQuery
Web Development By Doing: HTML / CSS From Scratch	https://www.udemy.com/web-development-learn-by-doing-html5-css3-from-scratch-introductory/	Beginner Level	Web Development	HTML
Build Your First Website in 1 Week with HTML5 and CSS3	https://www.udemy.com/build-your-first-website-in-1-week/	Beginner Level	Web Development	HTML
"ASP.NET Core MVC, Quick and Practical"	https://www.udemy.com/aspnet-core-mvc-quick-and-practical/	Intermediate Level	Web Development	Specific Program
Better way towards CSS using Less and Sass	https://www.udemy.com/better-way-towards-css-using-less-and-sass/	All Levels	Web Development	HTML
JavaScript Complete for beginners with real world Apps	https://www.udemy.com/javascript-complete-and-comprehensive/	All Levels	Web Development	JavaScript
Creating a Responsive HTML Email	https://www.udemy.com/creating-responsive-html-email/	All Levels	Web Development	HTML
Angular 2 Demystified	https://www.udemy.com/introduction-to-angular2/	All Levels	Web Development	Angular
Learn HTML Fast and Easy!	https://www.udemy.com/learn-to-code-html/	Beginner Level	Web Development	HTML
How To Setup a Micro-Blog in 3 Easy Steps	https://www.udemy.com/setup-your-own-micro-blog-in-3-easy-steps/	All Levels	Web Development	Development
Ruby on Rails for Complete Beginners	https://www.udemy.com/ruby-on-rails-tutorial-for-complete-beginners/	Beginner Level	Web Development	Ruby
Wordpress for Non-Technical People	https://www.udemy.com/wordpress-for-non-technical-people/	Beginner Level	Web Development	WordPress
ASP NET CORE - ANGULAR 2 E-Commerce App	https://www.udemy.com/build-a-full-e-commerce-app-in-aspnet-core-mvc-6/	All Levels	Web Development	Angular
Introductory JavaScript Made Easy Training Tutorial	https://www.udemy.com/introductory-javascript-made-easy-training-tutorial/	Beginner Level	Web Development	JavaScript
Become a Heroku Rails Ninja: Expert Level Deployment Tools	https://www.udemy.com/become-a-heroku-rails-ninja/	Intermediate Level	Web Development	Specific Program
Complete RESPONSIVE Website Design with HTML5 & CSS3	https://www.udemy.com/website_design/	Beginner Level	Web Development	HTML
Pimcore Developer: Implement a Blog from a Bootstrap Theme	https://www.udemy.com/enterprise-cms-applied-implement-a-website-with-pimcore/	All Levels	Web Development	Bootstrap
Inspirational Web Development - A Beginner Approach -	https://www.udemy.com/inspirational-web-development-level-0/	Beginner Level	Web Development	Development
"Learn HTML, A practical guide from scratch to HTML 5"	https://www.udemy.com/learn-html-a-practical-guide-from-scratch-to-html-5/	All Levels	Web Development	HTML
JavaScript Tutorial: Learn JavaScript Code for Beginners	https://www.udemy.com/javascript-tutorial-for-beginners/	Beginner Level	Web Development	JavaScript
Website Secrets: Get a Gorgeous Website on the Cheap	https://www.udemy.com/how-to-get-an-excellent-website-at-a-lower-cost/	All Levels	Web Development	Development
Ultimate WordPress Plugin Course	https://www.udemy.com/wordpress-plugin-course/	All Levels	Web Development	WordPress
PHP for Beginners: How to Build an E-Commerce Store	https://www.udemy.com/php-for-beginners-how-to-build-an-ecommerce-store/	All Levels	Web Development	PHP
"Build Realtime Apps | React Js, Golang & RethinkDB"	https://www.udemy.com/realtime-apps-with-reactjs-golang-rethinkdb/	All Levels	Web Development	React
"Master Electron: Desktop Apps using HTML, JavaScript & CSS"	https://www.udemy.com/master-electron/	Intermediate Level	Web Development	JavaScript
The Complete Web Developer Masterclass: Beginner To Advanced	https://www.udemy.com/webdevelopercourse/	All Levels	Web Development	Development
Mastering Micro Services Using Java Spring Boot	https://www.udemy.com/mastering-micro-services-using-java-sprint-boot/	All Levels	Web Development	Development
How to Create A Website: An HTML Tutorial and CSS Tutorial	https://www.udemy.com/html-tutorial/	All Levels	Web Development	HTML
The Advanced Web Developer Course	https://www.udemy.com/the-advanced-web-developer-course/	Intermediate Level	Web Development	Development
Projects in MongoDB - Learn MongoDB Building Projects	https://www.udemy.com/projects-in-mongodb/	All Levels	Web Development	Specific Program
Learning JavaScript Programming Tutorial. A Definitive Guide	https://www.udemy.com/programming-javascript/	All Levels	Web Development	JavaScript
"The Complete JavaScript, HTML and CSS Tutorial For Beginners"	https://www.udemy.com/the-complete-javascript-html-and-css-tutorial-for-beginners/	Beginner Level	Web Development	JavaScript
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap"	https://www.udemy.com/build-modern-responsive-website-with-html5-css3-bootstrap/	All Levels	Web Development	Bootstrap
The Complete JavaScript Course For Web Development Beginners	https://www.udemy.com/javascriptcourse/	All Levels	Web Development	JavaScript
Email Marketing: Send Unlimited Emails via Own Mail Server	https://www.udemy.com/email-marketing-send-unlimited-emails-via-own-mail-server/	Beginner Level	Web Development	Development
Getting started with JavaScript	https://www.udemy.com/javascript-code/	Beginner Level	Web Development	JavaScript
Learn the basics of the Web development: Coding Tactics	https://www.udemy.com/learn-the-basics-of-the-web-development-in-2-hours/	Beginner Level	Web Development	Development
RESTful API with Laravel 5.4: Definitive Guide	https://www.udemy.com/restful-api-with-laravel-php-homestead-passport-hateoas/	All Levels	Web Development	Specific Program
Learn AngularJS Step By Step	https://www.udemy.com/maruti-angularjs/	Intermediate Level	Web Development	Angular
Learn React : The World's Most Lucrative JavaScript Library	https://www.udemy.com/learn-react-the-worlds-most-lucrative-javascript-library/	Beginner Level	Web Development	React
Master Regular Expressions from scratch - All languages	https://www.udemy.com/master-regular-expressions-from-scratch/	All Levels	Web Development	Specific Program
Try AngularJS: Beginner's Guide to Front End Web Development	https://www.udemy.com/try-angularjs/	Beginner Level	Web Development	Angular
JavaScript Step by Step how to apply it to your web pages	https://www.udemy.com/javascript-fundamentals-bootcamp-learn-how-to-use-javascript/	All Levels	Web Development	JavaScript
Explore JavaScript Beginners Guide to Coding JavaScript	https://www.udemy.com/javascript-beginners-course/	Beginner Level	Web Development	JavaScript
Learn Web Scraping with Node.js	https://www.udemy.com/web-scraping-nodejs/	All Levels	Web Development	NodeJS
Getting Started with WordPress 2016	https://www.udemy.com/getting-started-with-wordpress-cms/	Beginner Level	Web Development	WordPress
Learn HTML5 Programming From Scratch	https://www.udemy.com/learn-html5-programming-from-scratch/	All Levels	Web Development	HTML
Getting Started with LESS - Beginner Crash Course	https://www.udemy.com/getting-started-with-less-beginner-crash-course/	Beginner Level	Web Development	Specific Program
Master ECMAScript 2015 (ES6)	https://www.udemy.com/ecmascript2015/	All Levels	Web Development	Specific Program
Learn to Setup Websites from Scratch	https://www.udemy.com/learn-to-setup-websites-from-scratch/	Beginner Level	Web Development	Development
Create Fast RESTful APIs with Lumen and Homestead by Laravel	https://www.udemy.com/lumen-restful-api-and-homestead-for-lumen-by-laravel-and-php/	All Levels	Web Development	Specific Program
"Build Modern Websites Quick With HTML,CSS and Bootstrap"	https://www.udemy.com/build-modern-websites-quick-with-htmlcss-and-bootstrap/	Beginner Level	Web Development	Bootstrap
Twitter Integration customize Tweets with developer API	https://www.udemy.com/twitter-integration-customize-tweets-with-developer-api/	All Levels	Web Development	Development
Build a Responsive Website with a Modern Flat Design	https://www.udemy.com/build-responsive-website-designs-with-html5-and-css/	All Levels	Web Development	WebDesign
The Ultimate WordPress Boot Camp: Build 7 Websites	https://www.udemy.com/the-ultimate-wordpress-boot-camp-build-multiple-websites/	Intermediate Level	Web Development	WordPress
Master the Basics of HTML5 & CSS3: Beginner Web Development	https://www.udemy.com/master-the-basics-of-html5-css3-beginner-web-development/	Beginner Level	Web Development	HTML
Become A Full Stack Web Developer in 14 Days	https://www.udemy.com/become-a-full-stack-web-developer-in-14-days/	All Levels	Web Development	Development
Projects In ReactJS - The Complete React Learning Course	https://www.udemy.com/projects-in-reactjs-the-complete-react-learning-course/	Intermediate Level	Web Development	React
Beginning Web development Learn the basics of HTML	https://www.udemy.com/learn-the-basics-of-html-in-less-than-a-week/	Beginner Level	Web Development	HTML
Step by Step Build Your Template by Bootstrap 4 from scratch	https://www.udemy.com/bootstrap-v4/	Beginner Level	Web Development	Bootstrap
Hosting your static website on Amazon AWS S3 service	https://www.udemy.com/hosting-a-static-website-on-amazon-aws-s3-service/	Beginner Level	Web Development	Specific Program
JavaScript Rockstar How to create Incredible Useful code	https://www.udemy.com/javascript-projects-from-scratch-step-by-step-guide-to-learn/	All Levels	Web Development	JavaScript
Spring Core DevOps on AWS	https://www.udemy.com/spring-core-devops-on-aws/	Intermediate Level	Web Development	Specific Program
How to Create a Website Without Coding - WordPress 2016	https://www.udemy.com/how-to-create-a-website-wordpress-2016/	Beginner Level	Web Development	WordPress
PHP Graphic Techniques: CAPTCHA/ Create a verification code	https://www.udemy.com/php-graphic-techniques-captcha-watermark-crop-thumbnail/	All Levels	Web Development	PHP
Introductory To HTML and CSS	https://www.udemy.com/introductory-to-html-and-css/	Beginner Level	Web Development	HTML
Learn how to convert PSD to HTML and CSS responsive	https://www.udemy.com/learn-how-to-convert-psd-to-html-and-css-responsive/	All Levels	Web Development	HTML
PHP User Login Registration Script With All Features	https://www.udemy.com/php-user-login-registration-system/	All Levels	Web Development	PHP
AJAX : Let's build a COOL project	https://www.udemy.com/ajax-for-beginners-with-jquery-php-mysql-tutorial/	All Levels	Web Development	Specific Program
Advanced WordPress Topics: Post Types Taxonomies & Metaboxes	https://www.udemy.com/advanced-wordpress-topics-post-types-taxonomies-metaboxes/	Intermediate Level	Web Development	WordPress
Laravel Homestead	https://www.udemy.com/laravel-homestead/	Beginner Level	Web Development	PHP
The Complete TypeScript Programming Guide for Web Developers	https://www.udemy.com/typescript-programming/	Intermediate Level	Web Development	Development
JavaScript with BackboneJS and Bootstrap CSS - Advanced	https://www.udemy.com/advanced-javascript-with-backbonejs-and-bootstrap-css/	Intermediate Level	Web Development	JavaScript
Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques	https://www.udemy.com/ruby-on-rails-seo/	All Levels	Web Development	Ruby
XML DOM :basics for beginners	https://www.udemy.com/xml-dom-basics-for-beginners/	All Levels	Web Development	Specific Program
